local time,activity,activity id,source activity,duration(s),elapsed time(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,has GPS,min elevation(m),max elevation(m),elevationgain(m),elevationloss(m)
1/21/2018 17:14,Running,100,running,3551.45,3586,5349.79,501,6494,1.51,2.94,0,0,0,0,0,0,1,134,186,94,78
11/26/2017 17:36,Running,100,running,2394.61,2398,4366.9,427,4984,1.82,3.05,0,0,0,0,0,0,1,131,184,74,82
11/16/2017 16:54,Running,100,running,3314.89,3325,6044.55,539,6810,1.82,2.86,0,0,0,0,0,0,1,137,188,94,93
11/15/2017 17:36,Running,100,running,2343.01,2350,4328.63,425,5130,1.85,9.99,0,0,0,0,0,0,1,123,188,77,72
11/14/2017 17:31,Running,100,running,2917.4,2929,5072.17,484,5876,1.74,3.01,0,0,0,0,0,0,1,134,184,72,77
11/12/2017 10:55,Running,100,running,906.93,911,1598.42,159,1944,1.76,2.76,0,0,0,0,0,0,1,125,168,25,35
8/19/2017 14:53,Running,100,running,2922.81,2926,4619.44,453,5580,1.58,3.33,0,0,0,0,0,0,1,90,143,77,73
8/18/2017 20:59,Running,100,running,1608.69,1610,2934.71,278,3318,1.82,5.05,0,0,0,0,0,0,1,135,189,46,50
8/16/2017 20:36,Running,100,running,2656.79,2667,5316.48,556,6010,2,6.3,0,0,0,0,0,0,1,90,139,86,68
8/15/2017 19:49,Running,100,running,3250.35,3261,5701.7,553,6652,1.75,3.31,0,0,0,0,0,0,1,93,144,91,86
8/10/2017 20:57,Walking,200,walking,2775.09,2777,2953.33,251,4498,1.06,3.03,0,0,0,0,0,0,1,142,182,43,43
8/9/2017 20:45,Walking,200,walking,1723.69,1731,2047.54,181,2986,1.19,2.29,0,0,0,0,0,0,1,129,161,29,34
8/8/2017 21:12,Running,100,running,2015.15,2022,3597.08,349,4454,1.79,2.71,0,0,0,0,0,0,1,123,170,66,49
8/7/2017 20:56,Running,100,running,1450.2,1471,3010.44,322,3360,2.08,2.78,0,0,0,0,0,0,1,167,194,46,45
5/7/2017 17:30,Hiking,201,hiking,8014,8035,8840,0,11980,1.1,1.93,0,0,0,0,0,0,1,128,262,160,182
4/29/2017 11:15,Hiking,201,hiking,17152,17158,11760,0,14808,0.69,2.28,0,0,0,0,0,0,1,-30,122,437,435
4/2/2017 11:20,Hiking,201,hiking,9715,10247,10560,0,14486,1.09,2.35,0,0,0,0,0,0,1,105,253,294,252
9/9/2013 9:45,Cycling,500,cycling,2329,2377.24,6834.07,390,0,2.93,7.21,0,0,0,0,0,0,1,-5,35,274,291
9/16/2012 6:28,Running,100,running,2417.1,2417.11,5537.62,385,5472,2.29,4.63,0,0,0,0,0,0,0,0,0,0,0
9/11/2012 3:33,Running,100,running,912.34,912.35,2085.67,145,1782,2.29,4.86,0,0,0,0,0,0,0,0,0,0,0
9/10/2012 15:23,Running,100,running,2062.82,2062.83,4025.06,244,3982,1.95,3.81,0,0,0,0,0,0,0,0,0,0,0
7/26/2012 14:29,Running,100,running,1285.96,1285.97,3038.86,216,2980,2.36,5.55,0,0,0,0,0,0,0,0,0,0,0
7/25/2012 14:07,Running,100,running,1432.81,1432.81,3017.77,196,3238,2.11,4.65,0,0,0,0,0,0,0,0,0,0,0
7/24/2012 14:54,Running,100,running,1839.04,1839.05,3475.74,204,3694,1.89,4.75,0,0,0,0,0,0,0,0,0,0,0
7/16/2012 14:41,Running,100,running,1014.45,1014.45,2217.65,149,2384,2.19,4.32,0,0,0,0,0,0,0,0,0,0,0
7/3/2012 14:25,Running,100,running,957.48,957.48,2106.85,142,2352,2.2,3.45,0,0,0,0,0,0,0,0,0,0,0
7/1/2012 3:41,Running,100,running,2482.66,2482.67,5664.54,393,5986,2.28,5.53,0,0,0,0,0,0,0,0,0,0,0
5/29/2012 15:15,Running,100,running,1883.9,1883.9,4093.54,273,4538,2.17,4,0,0,0,0,0,0,0,0,0,0,0
5/28/2012 14:40,Running,100,running,2062.65,2062.66,4459.2,296,3254,2.16,4.63,0,0,0,0,0,0,0,0,0,0,0
5/24/2012 15:13,Running,100,running,2287.57,2287.58,5078.09,345,5996,2.22,5.11,0,0,0,0,0,0,0,0,0,0,0
5/23/2012 15:11,Running,100,running,2348.53,2348.54,5047.49,334,5838,2.15,6.78,0,0,0,0,0,0,0,0,0,0,0
5/21/2012 14:34,Running,100,running,2215.85,2215.86,4516.02,285,4802,2.04,4.96,0,0,0,0,0,0,0,0,0,0,0
5/17/2012 15:16,Running,100,running,1735.72,1735.72,3998.27,279,4318,2.3,4.07,0,0,0,0,0,0,0,0,0,0,0
5/16/2012 15:18,Running,100,running,1906.71,2124.33,4017.21,261,4576,2.11,7.59,0,0,0,0,0,0,1,492,560,359,397
5/10/2012 15:05,Running,100,running,2012.89,2012.9,4313.99,285,3138,2.14,4.4,0,0,0,0,0,0,0,0,0,0,0
5/2/2012 15:08,Running,100,running,2672.38,2672.39,5094.21,302,4970,1.91,3.88,0,0,0,0,0,0,0,0,0,0,0
10/3/2011 14:36,Running,100,running,1523.74,1523.75,2178.9,163,3906,1.43,6.19,0,0,0,0,0,0,0,0,0,0,0
9/30/2011 14:41,Running,100,running,1365.5,1365.51,3004.3,315,3380,2.2,3.72,0,0,0,0,0,0,0,0,0,0,0
9/29/2011 14:19,Running,100,running,1453.1,1453.1,3142.83,326,3174,2.16,3.66,0,0,0,0,0,0,0,0,0,0,0
9/28/2011 14:30,Running,100,running,1031.25,1031.26,2304.4,245,2310,2.23,3.5,0,0,0,0,0,0,0,0,0,0,0
9/27/2011 14:38,Walking,200,walking,4825.1,4825.12,7896.33,604,4340,1.64,5.32,0,0,0,0,0,0,0,0,0,0,0
9/23/2011 14:29,Running,100,running,1576,1576.01,2064.37,157,2724,1.31,2.89,0,0,0,0,0,0,0,0,0,0,0
5/24/2011 4:02,Running,100,running,1331.93,1331.93,590.11,73,2830,0.44,2.78,0,0,0,0,0,0,0,0,0,0,0
5/23/2011 15:09,Running,100,running,2019.7,2019.7,3999.81,383,3828,1.98,5.4,0,0,0,0,0,0,0,0,0,0,0
4/12/2011 3:53,Running,100,running,1774.72,1774.73,3673.28,264,3738,2.07,4.44,0,0,0,0,0,0,0,0,0,0,0
4/11/2011 3:55,Running,100,running,1957,1957,2744.19,197,3768,1.4,5.09,0,0,0,0,0,0,0,0,0,0,0
3/30/2011 3:40,Running,100,running,1744.96,1744.96,3534.07,254,3632,2.03,4.69,0,0,0,0,0,0,0,0,0,0,0
3/29/2011 3:51,Running,100,running,1657.79,1657.8,3636.19,262,3706,2.19,4.55,0,0,0,0,0,0,0,0,0,0,0
3/28/2011 14:38,Running,100,running,2424.08,2424.08,4267.57,307,4588,1.76,9.64,0,0,0,0,0,0,0,0,0,0,0
1/5/2011 13:49,Running,100,running,1209.15,1209.16,2635.73,298,2654,2.18,4.15,0,0,0,0,0,0,0,0,0,0,0
12/27/2010 14:07,Running,100,running,1534.35,1534.36,3123.94,353,3560,2.04,4.67,0,0,0,0,0,0,0,0,0,0,0
10/26/2010 15:00,Running,100,running,1364.32,1364.32,3098.13,351,3310,2.27,4.46,0,0,0,0,0,0,0,0,0,0,0
10/24/2010 4:16,Running,100,running,2472.86,2472.87,5753.04,651,5990,2.33,3.56,0,0,0,0,0,0,0,0,0,0,0
10/20/2010 15:11,Running,100,running,1847.63,1847.64,6154.77,697,4540,3.33,5.96,0,0,0,0,0,0,0,0,0,0,0
10/19/2010 15:39,Running,100,running,1052.32,1052.32,940.67,106,2312,0.89,3.73,0,0,0,0,0,0,0,0,0,0,0
9/30/2010 14:54,Running,100,running,1654.31,1654.31,4128.38,467,4164,2.5,4.71,0,0,0,0,0,0,0,0,0,0,0
9/29/2010 15:08,Running,100,running,1794.86,1794.86,4009.92,454,4534,2.23,4.53,0,0,0,0,0,0,0,0,0,0,0
9/28/2010 15:56,Running,100,running,2412.64,2416.11,6278.95,711,5850,2.6,3.74,0,0,0,0,0,0,1,491,547,404,414
9/25/2010 5:53,Running,100,running,2136.91,2136.92,5723.82,648,5278,2.68,4.76,0,0,0,0,0,0,0,0,0,0,0
9/22/2010 15:16,Running,100,running,2257.28,2257.29,5250.15,378,5786,2.33,5.11,0,0,0,0,0,0,0,0,0,0,0
9/19/2010 4:39,Running,100,running,2119.39,2119.39,5365.87,607,5630,2.53,5.11,0,0,0,0,0,0,0,0,0,0,0
9/17/2010 14:57,Running,100,running,2284.73,2284.74,5159.39,584,5956,2.26,4.38,0,0,0,0,0,0,0,0,0,0,0
9/16/2010 15:11,Running,100,running,2314.15,2314.15,5250.75,594,5958,2.27,3.93,0,0,0,0,0,0,0,0,0,0,0
9/14/2010 15:02,Running,100,running,2160,2160,4035.36,457,5302,1.87,4.82,0,0,0,0,0,0,0,0,0,0,0
9/13/2010 15:47,Running,100,running,474.99,474.99,866.67,98,916,1.82,4.11,0,0,0,0,0,0,0,0,0,0,0
