local time,activity,activity id,source activity,duration(s),elapsed time(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,has GPS,min elevation(m),max elevation(m),elevationgain(m),elevationloss(m)
10/31/2024 10:10,Treadmill Running,106,Indoor Running,881.31,881.31,1335.03,148,1449,1.51,3.09,133,152,58,135,0,0,0,0,0,0,0
10/31/2024 10:09,Other,1000,Other,67.78,67.78,0,0,0,0,0,157,158,0,0,0,0,0,0,0,0,0
10/31/2024 9:42,Treadmill Running,106,Indoor Running,1580.81,1580.81,4288.53,370,4038,2.71,3.29,142,159,79,122,0,0,0,0,0,0,0
10/31/2024 9:42,Other,1000,Other,50.66,50.66,0,0,0,0,0,75,83,0,0,0,0,0,0,0,0,0
10/31/2024 8:34,Other,1000,Other,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2024 7:16,Walking,200,Walking,1499.14,1499.14,1610.15,125,2087,1.07,1.58,86,104,46,55,0,0,1,255,260,2,2
10/28/2024 11:39,Running,100,Running,3615.16,3615.16,10599.87,905,9932,2.93,3.86,153,163,83,94,267,433,1,248,261,24,70
10/25/2024 12:35,Running,100,Running,3442.3,3442.3,9628.84,834,9338,2.8,3.62,153,161,82,117,258,420,1,248,261,25,52
10/24/2024 7:48,Weight Training,1404,Functional Strength Training,1476.02,1476.02,0,130,0,0,0,93,115,0,0,0,0,0,0,0,0,0
10/23/2024 12:13,Running,100,Running,3614.09,3614.09,10351.56,893,9769,2.86,3.82,156,168,82,94,263,370,1,246,261,18,66
10/21/2024 16:07,Running,100,Running,1451.48,1451.48,4008.44,344,3856,2.76,3.46,151,162,81,152,258,346,1,247,263,13,30
10/20/2024 11:14,Running,100,Running,1614.22,1614.22,4441.92,379,4017,2.75,3.78,151,164,77,152,253,557,1,249,261,9,21
10/14/2024 7:45,Walking,200,Walking,790.56,790.56,414.9,54,549,0.52,1.4,69,97,20,25,0,0,1,35,37,7,2
10/10/2024 14:40,Running,100,Running,2515.63,2515.63,7017.24,611,10839,2.79,3.5,151,164,78,85,259,366,1,246,262,17,34
10/9/2024 12:15,Running,100,Running,1796.21,1796.21,5048.81,435,4860,2.81,3.49,147,158,82,99,259,372,1,249,260,11,19
10/7/2024 11:44,Running,100,Running,3502,3502,10312.1,1189,9068,2.94,0,150,160,74,83,269,359,1,0,0,0,0
10/5/2024 10:46,Running,100,Running,3241.79,3241.79,9323.43,792,8825,2.88,3.71,153,164,82,87,261,454,1,249,263,21,43
10/3/2024 12:03,Running,100,Running,1869.38,1869.38,4493.54,394,4364,2.4,3.74,137,163,72,87,222,466,1,249,260,12,27
10/2/2024 11:48,Running,100,Running,3509.12,3509.12,9358.99,809,17126,2.67,3.46,144,167,77,90,242,467,1,247,260,24,50
9/30/2024 11:42,Running,100,Running,1648.89,1648.89,5018.51,433,4508,3.04,3.91,149,161,82,101,281,393,1,248,259,9,17
9/29/2024 9:17,Running,100,Running,3557.48,3557.48,9682.45,840,9576,2.72,3.65,148,159,81,117,251,401,1,249,262,21,41
9/25/2024 13:36,Weight Training,1404,Functional Strength Training,3694.97,3694.97,0,255,0,0,0,79,95,0,0,0,0,0,0,0,0,0
9/25/2024 11:46,Running,100,Running,2490.88,2490.88,7003.54,599,10282,2.81,3.56,148,159,76,89,255,408,1,249,263,11,27
9/24/2024 9:16,Running,100,Running,2000.45,2000.45,4559.15,397,4558,2.28,3.62,130,151,76,140,227,359,1,248,260,6,19
9/23/2024 9:48,Running,100,Running,1747.84,1747.84,5006.47,434,4815,2.86,3.51,143,157,83,136,266,419,1,248,265,11,24
9/22/2024 7:39,Weight Training,1404,Functional Strength Training,100.34,100.34,0,5,0,0,0,79,88,0,0,0,0,0,0,0,0,0
9/21/2024 11:05,Running,100,Running,1740.34,1740.34,5007.18,432,4785,2.88,3.52,152,162,83,94,265,311,1,248,261,8,24
9/20/2024 11:54,Running,100,Running,3149.2,3149.2,8017.17,699,7683,2.55,3.59,143,166,74,140,234,460,1,248,262,15,21
9/17/2024 6:42,Weight Training,1404,Functional Strength Training,1172,1172,0,71,0,0,0,63,78,0,0,0,0,0,0,0,0,0
9/16/2024 11:17,Running,100,Running,604.24,604.24,900.78,80,1008,1.49,3.66,100,142,56,94,149,311,1,257,261,2,8
9/15/2024 14:33,Weight Training,1404,Functional Strength Training,244.38,244.38,0,16,0,0,0,79,90,0,0,0,0,0,0,0,0,0
9/14/2024 7:31,Running,100,Running,3461.73,3461.73,10092.41,888,9490,2.92,4.05,146,154,83,105,269,441,1,239,258,49,76
9/14/2024 7:03,Walking,200,Walking,607.26,607.26,857.21,68,946,1.41,1.79,81,105,43,46,0,0,1,0,0,0,0
9/10/2024 12:41,Running,100,Running,1697.6,1697.6,5028.03,440,4400,2.96,3.77,149,163,78,88,274,494,1,248,261,7,32
9/9/2024 10:50,Running,100,Running,1629.57,1629.57,5010.75,437,4390,3.07,4.04,151,159,81,88,285,507,1,248,260,7,11
9/8/2024 8:42,Running,100,Running,3084.61,3084.61,7509.77,660,7479,2.43,3.58,141,163,75,117,230,376,1,249,261,11,19
9/6/2024 12:15,Running,100,Running,3868.35,3868.35,9555.58,836,18629,2.47,3.26,143,156,75,84,231,384,1,248,262,22,39
9/5/2024 19:34,Running,100,Running,1830.77,1830.77,4236.11,368,4354,2.31,3.18,127,146,72,117,209,289,1,249,261,8,24
9/5/2024 16:24,Treadmill Running,106,Indoor Running,963.33,963.33,25.57,42,31,0.03,2.35,62,79,42,82,0,0,0,0,0,0,0
9/5/2024 7:13,Weight Training,1404,Functional Strength Training,171.48,171.48,0,12,0,0,0,74,80,0,0,0,0,0,0,0,0,0
9/4/2024 10:23,Running,100,Running,3722.32,3722.32,10009.1,867,10153,2.69,3.2,143,161,82,88,250,383,1,249,263,23,29
9/1/2024 7:43,Running,100,Running,1990.75,1990.75,5478.68,502,5356,2.75,3.81,146,154,81,87,261,750,1,137,156,59,70
8/30/2024 10:03,Running,100,Running,2888.7,2888.7,6693.73,589,10598,2.32,3.25,138,157,69,85,210,350,1,249,260,19,26
8/29/2024 11:44,Running,100,Running,1888.36,1888.36,4428.75,387,4391,2.35,3.27,137,159,70,111,211,373,1,249,261,7,30
8/29/2024 8:00,Weight Training,1404,Functional Strength Training,2720.39,2720.39,0,272,0,0,0,98,127,0,0,0,0,0,0,0,0,0
8/28/2024 8:53,Running,100,Running,3693.5,3693.5,9386.72,832,9468,2.54,3.23,144,157,77,86,237,373,1,249,261,20,23
8/27/2024 13:41,Running,100,Running,186.92,186.92,0,8,0,0,0,60,89,0,0,0,0,0,0,0,0,0
8/26/2024 11:21,Running,100,Running,1496.77,1496.77,4260.5,376,4012,2.85,3.39,142,152,80,86,272,307,1,248,260,8,7
8/24/2024 15:30,Running,100,Running,1250.89,1250.89,3393.8,303,3321,2.71,3.3,141,150,80,85,259,394,1,250,262,12,22
8/24/2024 10:03,Weight Training,1404,WeightTraining,520,520,0,46,0,0,0,74,83,0,0,0,0,0,0,0,0,0
8/24/2024 10:02,Weight Training,1404,Functional Strength Training,614.7,614.7,0,46,0,0,0,73,83,0,0,0,0,0,0,0,0,0
8/23/2024 12:47,Running,100,Running,3538.3,3538.3,8835.31,789,8916,2.5,3.34,146,162,76,88,237,397,1,249,262,24,58
8/21/2024 10:49,Running,100,Running,3733.82,3733.82,10023.25,894,9849,2.68,3.74,150,168,79,88,255,385,1,247,264,28,72
8/20/2024 13:49,Treadmill Running,106,Indoor Running,132.43,132.43,261.23,28,262,1.97,2.83,140,148,78,99,0,0,0,0,0,0,0
8/20/2024 13:47,Treadmill Running,106,Indoor Running,495.15,495.15,1255,131,1123,2.53,3.19,142,158,78,105,0,0,0,0,0,30,0
8/20/2024 13:25,Weight Training,1404,Functional Strength Training,1219.88,1219.88,0,112,0,0,0,91,117,0,0,0,0,0,0,0,0,0
8/19/2024 20:18,Running,100,Running,1665.27,1665.27,4225.88,374,4205,2.54,3.47,138,155,76,85,239,366,1,248,259,8,32
8/18/2024 8:57,Running,100,Running,2085.36,2085.36,4658.44,422,4859,2.23,3.3,122,148,72,93,219,460,1,248,266,13,33
8/17/2024 8:04,Running,100,Running,1688.52,1688.52,5051.51,443,4556,2.99,8.39,151,162,81,88,281,742,1,207,221,2,27
8/15/2024 11:04,Running,100,Running,1743.95,1743.95,4385.98,395,4574,2.51,3.26,141,156,79,88,245,352,1,249,259,15,13
8/14/2024 9:25,Running,100,Running,3779.48,3779.48,10007.94,892,9885,2.65,3.28,151,164,79,88,251,366,1,248,261,18,38
8/12/2024 14:40,Running,100,Running,1639.59,1639.59,4425.67,400,4088,2.7,3.52,141,155,75,85,257,391,1,249,259,10,18
8/11/2024 9:55,Running,100,Running,3302.99,3302.99,9010.12,828,8715,2.73,3.42,145,158,79,86,269,440,1,249,261,19,36
8/8/2024 12:39,Running,100,Running,1864.97,1864.97,4598.53,415,4618,2.47,3.5,142,154,77,140,245,396,1,249,261,20,13
8/7/2024 13:48,Running,100,Running,1730.63,1730.63,5020.24,453,4641,2.9,3.43,149,157,81,107,283,396,1,249,263,15,26
8/6/2024 12:20,Running,100,Running,1513.98,1513.98,3433.78,320,3477,2.27,3.25,138,159,70,105,218,410,1,250,261,13,16
8/6/2024 12:09,Weight Training,1404,Functional Strength Training,678.88,678.88,0,83,0,0,0,115,142,0,0,0,0,0,0,0,0,0
8/5/2024 10:17,Running,100,Running,1535.91,1535.91,4163.71,385,4128,2.71,3.38,152,155,81,148,271,417,1,251,261,10,17
8/5/2024 10:01,Weight Training,1404,Functional Strength Training,658.52,658.52,0,76,0,0,0,115,134,0,0,0,0,0,0,0,0,0
8/3/2024 10:30,Running,100,Running,1593.85,1593.85,4520.21,412,4257,2.84,3.44,145,157,81,92,279,360,1,250,261,8,29
8/2/2024 11:40,Running,100,Running,1763.51,1763.51,5010.37,453,4772,2.84,3.58,147,151,81,85,278,390,1,249,268,7,21
8/2/2024 10:44,Weight Training,1404,Functional Strength Training,675.67,675.67,0,77,0,0,0,111,134,0,0,0,0,0,0,0,0,0
8/1/2024 8:29,Running,100,Running,1596.58,1596.58,4303.08,392,4296,2.7,3.4,146,154,81,88,265,349,1,250,262,8,23
8/1/2024 8:15,Weight Training,1404,Functional Strength Training,828.04,828.04,0,99,0,0,0,114,133,0,0,0,0,0,0,0,0,0
7/29/2024 7:37,Running,100,Running,1806.75,1806.75,5035.79,460,4883,2.79,3.67,144,164,81,85,276,425,1,250,262,7,18
7/28/2024 9:17,Walking,200,Walking,2299.91,2299.91,1970.6,199,2755,0.86,1.43,76,98,35,44,0,0,1,181,184,2,5
7/27/2024 18:37,Walking,200,Walking,1938.19,1938.19,1085.56,133,1379,0.56,1.47,82,98,20,37,0,0,1,180,184,0,5
7/27/2024 12:18,Weight Training,1404,Functional Strength Training,556.68,556.68,0,42,0,0,0,76,88,0,0,0,0,0,0,0,0,0
7/26/2024 12:12,Running,100,Running,1637.61,1637.61,3438.53,326,3672,2.1,3.16,129,150,74,117,229,397,1,250,260,11,18
7/26/2024 11:54,Weight Training,1404,Functional Strength Training,766.86,766.86,0,78,0,0,0,104,128,0,0,0,0,0,0,0,0,0
7/25/2024 8:22,Running,100,Running,1883.1,1883.1,5053.75,463,5121,2.68,3.46,146,150,82,129,265,445,1,250,262,8,18
7/25/2024 8:02,Weight Training,1404,Functional Strength Training,755.93,755.93,0,96,0,0,0,118,147,0,0,0,0,0,0,0,0,0
7/24/2024 12:08,Weight Training,1404,Functional Strength Training,789.34,789.34,0,54,0,0,0,74,94,0,0,0,0,0,0,0,0,0
7/23/2024 20:12,Weight Training,1404,Functional Strength Training,2113.61,2113.61,0,150,0,0,0,76,101,0,0,0,0,0,0,0,0,0
7/23/2024 12:13,Running,100,Running,1980.91,1980.91,4495.92,421,4612,2.27,3.25,134,154,76,121,243,457,1,251,266,8,25
7/23/2024 6:47,Weight Training,1404,Functional Strength Training,583.6,583.6,0,37,0,0,0,69,114,0,0,0,0,0,0,0,0,0
7/22/2024 10:56,Running,100,Running,2150,2150,4447.17,418,4582,2.07,3.82,135,154,71,140,219,572,1,249,263,10,18
7/22/2024 10:37,Weight Training,1404,Functional Strength Training,821.79,821.79,0,98,0,0,0,107,132,0,0,0,0,0,0,0,0,0
7/21/2024 16:03,Running,100,Running,1647.47,1647.47,2877.98,275,3197,1.75,3.01,122,150,60,100,163,293,1,255,260,5,2
7/21/2024 16:00,Walking,200,Walking,195.8,195.8,222.71,18,177,1.14,1.43,122,131,16,16,0,0,1,255,269,0,16
7/21/2024 15:15,Running,100,Running,2516.53,2516.53,6703.12,639,6617,2.66,3.46,139,157,79,87,268,359,1,241,261,27,36
7/20/2024 20:42,Other,1000,Cool Down,980.31,980.31,0,48,0,0,0,58,107,0,0,0,0,0,0,0,0,0
7/19/2024 10:42,Walking,200,Walking,827.3,827.3,757.54,84,787,0.92,1.43,109,137,27,35,0,0,1,256,260,2,3
7/19/2024 10:16,Running,100,Running,1535.38,1535.38,4081.29,378,4114,2.66,3.16,144,151,81,124,266,418,1,248,262,8,24
7/19/2024 9:55,HIIT,1414,High Intensity Interval Training,930.66,930.66,0,137,0,0,0,104,135,0,0,0,0,0,0,0,0,0
7/18/2024 9:18,HIIT,1414,HighIntensityIntervalTraining,638,638,0,0,0,0,0,122,135,0,0,0,0,0,0,0,0,0
7/18/2024 9:16,HIIT,1414,High Intensity Interval Training,732.61,732.61,0,0,0,0,0,121,135,0,0,0,0,0,0,0,0,0
7/18/2024 8:38,Running,100,Running,1569.29,1569.29,4328.45,404,4225,2.76,3.43,140,148,82,129,279,408,1,249,263,8,24
7/17/2024 11:24,Running,100,Running,2099.51,2099.51,4455.61,431,4471,2.12,3.41,128,151,76,140,253,448,1,250,261,13,25
7/17/2024 11:12,HIIT,1414,High Intensity Interval Training,304.78,304.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2024 11:06,HIIT,1414,High Intensity Interval Training,188.31,188.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2024 11:06,HIIT,1414,High Intensity Interval Training,5.95,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2024 8:56,Treadmill Running,106,Indoor Running,1032.99,1032.99,2156.63,220,2316,2.09,2.77,138,156,76,140,0,0,0,0,0,0,0
7/16/2024 8:44,HIIT,1414,HighIntensityIntervalTraining,336,336,0,0,0,0,0,115,130,0,0,0,0,0,0,0,0,0
7/16/2024 8:38,HIIT,1414,High Intensity Interval Training,732.61,732.61,0,0,0,0,0,110,130,0,0,0,0,0,0,0,0,0
7/15/2024 8:16,Running,100,Running,1461.38,1461.38,3771.47,355,3902,2.58,3.37,146,153,81,117,265,384,1,248,261,10,17
7/15/2024 8:09,HIIT,1414,High Intensity Interval Training,177.62,177.62,0,0,0,0,0,114,133,0,0,0,0,0,0,0,0,0
7/15/2024 8:09,HIIT,1414,High Intensity Interval Training,2.94,2.94,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0
7/15/2024 7:59,HIIT,1414,High Intensity Interval Training,533.72,533.72,0,0,0,0,0,106,131,0,0,0,0,0,0,0,0,0
7/15/2024 7:59,HIIT,1414,High Intensity Interval Training,7.57,7.57,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0
7/15/2024 7:55,Weight Training,1404,Functional Strength Training,1160.59,1160.59,0,126,0,0,0,104,133,0,0,0,0,0,0,0,0,0
7/14/2024 9:17,Running,100,Running,1527.56,1527.56,3882.97,371,3912,2.54,3.44,135,160,77,96,259,460,1,249,260,14,16
7/14/2024 9:00,HIIT,1414,High Intensity Interval Training,708.02,708.02,0,0,0,0,0,116,144,0,0,0,0,0,0,0,0,0
7/12/2024 9:07,Running,100,Running,1895.28,1895.28,5014.22,475,5081,2.65,3.31,138,152,81,87,273,353,1,251,271,7,66
7/11/2024 10:58,Running,100,Running,1387.56,1387.56,3353.76,317,3526,2.42,3.27,142,153,77,105,247,405,1,250,262,7,13
7/11/2024 10:51,Weight Training,1404,Functional Strength Training,354.71,354.71,0,45,0,0,0,113,130,0,0,0,0,0,0,0,0,0
7/11/2024 10:28,Weight Training,1404,Functional Strength Training,374.86,374.86,0,33,0,0,0,81,123,0,0,0,0,0,0,0,0,0
7/10/2024 15:40,Running,100,Running,1584.59,1584.59,4003.57,375,4139,2.53,3.27,139,158,79,86,257,417,1,249,270,12,29
7/10/2024 9:44,Weight Training,1404,Functional Strength Training,644.83,644.83,0,87,0,0,0,120,143,0,0,0,0,0,0,0,0,0
7/9/2024 8:50,Weight Training,1404,Functional Strength Training,848.25,848.25,0,133,0,0,0,124,143,0,0,0,0,0,0,0,0,0
7/9/2024 8:16,Running,100,Running,1770.19,1770.19,4386.48,419,4569,2.48,3.21,138,148,78,129,256,425,1,249,263,8,19
7/8/2024 19:54,Walking,200,Walking,2203.07,2203.07,2290.34,188,2939,1.04,1.3,84,90,39,47,0,0,1,257,261,4,0
7/8/2024 10:25,Weight Training,1404,Functional Strength Training,776.51,776.51,0,92,0,0,0,107,134,0,0,0,0,0,0,0,0,0
7/8/2024 9:52,Running,100,Running,1895.29,1895.29,2872.2,236,3374,1.52,2.84,94,130,54,84,138,332,1,251,263,7,10
7/7/2024 10:01,Running,100,Running,1836.71,1836.71,5003.17,478,4881,2.72,3.82,143,159,80,99,283,452,1,248,264,9,25
7/5/2024 9:14,Running,100,Running,1958.36,1958.36,4838.22,449,4965,2.47,3.47,141,158,77,124,249,296,1,3,8,3,5
7/4/2024 9:32,Running,100,Running,1175.06,1175.06,3015.44,279,3171,2.57,3.19,138,149,81,85,261,299,1,4,8,5,2
7/4/2024 8:47,Walking,200,Walking,1557.24,1557.24,1122.78,109,1472,0.72,1.21,77,96,30,37,0,0,1,7,8,0,0
7/3/2024 7:13,Running,100,Running,1894.78,1894.78,5025.58,469,5109,2.65,3.57,139,147,82,105,272,348,1,3,8,3,9
7/2/2024 7:01,Running,100,Running,1898.98,1898.98,5018.18,468,5057,2.64,3.7,145,150,80,85,269,320,1,3,8,4,6
7/2/2024 6:57,Running,100,Running,193.7,193.7,210.79,18,255,1.09,3.36,96,103,55,92,130,328,1,7,8,0,0
7/1/2024 7:20,Running,100,Running,1509.03,1509.03,3364.76,315,3505,2.23,3.44,132,147,77,164,245,365,1,3,8,4,2
6/30/2024 6:55,Running,100,Running,1999.88,1999.88,5013.67,470,5044,2.51,3.74,145,161,78,94,264,410,1,3,9,14,10
6/28/2024 9:21,Running,100,Running,1780.53,1780.53,5007.06,467,4805,2.81,3.49,146,158,81,94,287,349,1,684,688,26,31
6/27/2024 8:15,Running,100,Running,1478.9,1478.9,4004.39,377,3986,2.71,3.36,145,150,81,114,278,323,1,684,688,19,24
6/27/2024 8:08,Weight Training,1404,Functional Strength Training,410.62,410.62,0,54,0,0,0,137,143,0,0,0,0,0,0,0,0,0
6/26/2024 16:33,Running,100,Running,1889.77,1889.77,5037.8,470,5058,2.67,3.56,148,158,81,85,272,327,1,684,688,23,24
6/24/2024 17:05,Running,100,Running,1695.75,1695.75,4308.57,407,4509,2.54,3.1,137,145,80,150,263,337,1,684,688,7,15
6/23/2024 10:18,Running,100,Running,1860.86,1860.86,5036.63,472,4976,2.71,3.51,142,151,81,140,277,352,1,683,688,21,21
6/22/2024 10:35,Running,100,Running,1540.03,1540.03,3694.43,348,3755,2.4,3.86,135,153,74,105,246,472,1,681,691,12,10
6/22/2024 8:34,Walking,200,Walking,2538.31,2830.16,2300.37,256,2791,0.91,1.62,80,108,38,50,0,0,1,700,725,47,57
6/19/2024 21:11,Running,100,Running,1283.36,1283.36,3402.58,327,3253,2.65,3.66,139,149,77,129,276,387,1,248,261,9,19
6/18/2024 9:24,Weight Training,1404,Functional Strength Training,1026.91,1026.91,0,150,0,0,0,119,143,0,0,0,0,0,0,0,0,0
6/18/2024 8:52,Running,100,Running,1682.49,1682.49,4511.62,430,4547,2.68,3.57,138,149,81,87,276,419,1,250,262,15,19
6/17/2024 9:30,Weight Training,1404,Functional Strength Training,932.23,932.23,0,153,0,0,0,127,152,0,0,0,0,0,0,0,0,0
6/17/2024 8:49,Running,100,Running,1807.18,1807.18,4966.85,477,4775,2.75,3.36,144,159,80,94,286,508,1,248,268,12,30
6/16/2024 15:44,Walking,200,Walking,1813.68,1813.68,1770.35,196,2152,0.98,1.69,105,115,36,49,0,0,1,226,230,2,0
6/16/2024 15:23,Running,100,Running,1280.44,1280.44,3022.95,289,3086,2.36,3.52,140,155,73,88,242,339,1,226,231,2,7
6/15/2024 8:39,Weight Training,1404,Functional Strength Training,378.73,378.73,0,51,0,0,0,117,138,0,0,0,0,0,0,0,0,0
6/15/2024 7:57,Running,100,Running,1983.79,1983.79,5146.93,488,5331,2.59,3.26,136,155,81,85,267,376,1,249,261,9,16
6/14/2024 14:07,Weight Training,1404,Functional Strength Training,1053.2,1053.2,0,135,0,0,0,107,134,0,0,0,0,0,0,0,0,0
6/14/2024 13:51,Walking,200,Walking,927.62,927.62,1139.09,103,1236,1.23,1.87,96,113,35,45,0,0,1,251,260,5,3
6/14/2024 13:45,Running,100,Running,345.76,345.76,799.15,77,800,2.31,3.74,125,143,70,85,235,363,1,252,260,0,5
6/13/2024 18:22,Weight Training,1404,Functional Strength Training,1443.81,1443.81,0,190,0,0,0,115,140,0,0,0,0,0,0,0,0,0
6/13/2024 14:24,Running,100,Running,1470.51,1470.51,3349.59,326,3354,2.28,3.42,131,148,72,140,245,404,1,249,261,12,15
6/12/2024 9:41,Weight Training,1404,Functional Strength Training,1132.32,1132.32,0,188,0,0,0,128,149,0,0,0,0,0,0,0,0,0
6/12/2024 9:10,Running,100,Running,1775.97,1775.97,4635.29,447,4499,2.61,3.75,142,151,78,140,275,465,1,249,264,15,19
6/11/2024 14:30,Weight Training,1404,Functional Strength Training,1165.47,1165.47,0,180,0,0,0,124,144,0,0,0,0,0,0,0,0,0
6/11/2024 13:59,Running,100,Running,1850.53,1850.53,4678.34,453,4236,2.53,3.73,140,156,70,105,273,436,1,249,260,12,22
6/10/2024 14:36,Weight Training,1404,Functional Strength Training,526.36,526.36,0,68,0,0,0,123,138,0,0,0,0,0,0,0,0,0
6/10/2024 14:16,Running,100,Running,1228.23,1228.23,3363.76,330,3040,2.74,3.98,146,156,77,129,293,405,1,249,265,13,24
6/9/2024 13:37,Weight Training,1404,Functional Strength Training,133.87,133.87,0,16,0,0,0,120,129,0,0,0,0,0,0,0,0,0
6/9/2024 13:19,Running,100,Running,1049.6,1049.6,2773.2,272,2572,2.64,3.37,140,152,76,117,293,665,1,250,260,11,10
6/8/2024 16:38,Running,100,Running,1824.2,1824.2,3607.61,338,3910,1.98,3.07,115,143,65,105,195,574,1,249,260,10,16
6/7/2024 11:13,Walking,200,Walking,214.38,214.38,261.09,29,252,1.22,1.8,122,141,29,29,0,0,1,257,259,2,0
6/7/2024 10:48,Running,100,Running,1454.33,1454.33,4214.17,403,3876,2.9,3.69,154,159,80,105,300,466,1,250,261,8,17
6/6/2024 11:09,Weight Training,1404,Functional Strength Training,548.63,548.63,0,89,0,0,0,131,148,0,0,0,0,0,0,0,0,0
6/6/2024 11:07,Weight Training,1404,Functional Strength Training,133.57,133.57,0,18,0,0,0,123,132,0,0,0,0,0,0,0,0,0
6/6/2024 10:45,Running,100,Running,1274.58,1274.58,3518.78,338,3399,2.76,3.52,142,152,81,85,290,590,1,251,262,6,18
6/5/2024 14:22,Weight Training,1404,Functional Strength Training,1176.02,1176.02,0,186,0,0,0,125,149,0,0,0,0,0,0,0,0,0
6/5/2024 13:52,Running,100,Running,1708.72,1708.72,4115.35,397,7208,2.41,3.39,137,154,75,140,263,419,1,249,261,16,20
6/4/2024 14:50,Weight Training,1404,Functional Strength Training,1203.06,1203.06,0,173,0,0,0,117,139,0,0,0,0,0,0,0,0,0
6/4/2024 14:40,Walking,200,Walking,569.09,569.09,686.6,61,837,1.21,1.45,101,109,45,45,0,0,1,258,260,2,3
6/4/2024 14:17,Running,100,Running,1411.43,1411.43,3360.73,319,3495,2.38,3.02,128,142,75,115,242,407,1,248,261,10,11
6/3/2024 11:10,Walking,200,Walking,369.08,369.08,268.33,32,331,0.73,1.38,112,132,27,27,0,0,1,258,260,4,0
6/3/2024 10:44,Running,100,Running,1533.55,1533.55,4250.45,407,4016,2.77,3.54,143,152,79,85,286,509,1,249,260,7,21
6/2/2024 15:38,Weight Training,1404,Functional Strength Training,1320.52,1320.52,0,198,0,0,0,124,146,0,0,0,0,0,0,0,0,0
6/2/2024 15:17,Running,100,Running,1204.59,1204.59,2842.38,282,2929,2.36,2.99,135,146,76,85,259,317,1,251,260,9,11
6/1/2024 13:45,Running,100,Running,1464.15,1464.15,3411.45,333,3489,2.33,3.24,137,152,77,117,260,575,1,249,264,15,18
5/31/2024 9:54,Weight Training,1404,Functional Strength Training,1706.94,1706.94,0,267,0,0,0,124,152,0,0,0,0,0,0,0,0,0
5/31/2024 9:22,Running,100,Running,1772.45,1772.45,5027.22,493,4776,2.84,3.73,150,159,81,116,299,480,1,249,262,15,18
5/30/2024 17:31,Walking,200,Walking,1917.62,1917.62,2473.5,200,2777,1.29,1.57,85,102,39,50,0,0,1,243,251,5,7
5/29/2024 15:18,Weight Training,1404,Functional Strength Training,920.95,920.95,0,126,0,0,0,118,141,0,0,0,0,0,0,0,0,0
5/29/2024 14:53,Running,100,Running,1451.35,1451.35,3644.73,353,3626,2.51,3.28,136,150,76,117,262,417,1,248,260,8,20
5/28/2024 12:22,Weight Training,1404,Functional Strength Training,1179.81,1179.81,0,180,0,0,0,128,147,0,0,0,0,0,0,0,0,0
5/28/2024 12:19,Walking,200,Walking,182.04,182.04,160.91,20,109,0.88,1.59,117,142,5,5,0,0,1,257,259,0,2
5/28/2024 11:52,Running,100,Running,1578.41,1578.41,4505.33,437,4199,2.85,3.49,147,154,80,137,299,416,1,249,261,9,17
5/27/2024 20:13,Running,100,Running,1678.83,1678.83,4233.55,408,4323,2.52,3.38,133,143,78,94,262,357,1,248,261,8,17
5/27/2024 8:51,Walking,200,Walking,895.05,895.05,766.62,70,1025,0.86,1.34,85,99,27,32,0,0,0,0,0,0,0
5/27/2024 8:12,Walking,200,Walking,1910.21,1910.21,1375.77,159,1564,0.72,1.54,70,109,24,46,0,0,1,181,228,2,0
5/26/2024 7:53,Walking,200,Walking,1646.53,1646.53,1180.95,128,1467,0.72,1.52,75,101,32,41,0,0,1,181,182,0,0
5/25/2024 12:28,Walking,200,Walking,2468.27,2468.27,1739.51,197,2302,0.7,1.38,86,100,31,57,0,0,1,180,190,10,12
5/24/2024 10:37,Running,100,Running,1787.83,1787.83,5023.57,485,4746,2.81,4.23,149,161,80,87,296,463,1,249,259,10,13
5/23/2024 11:29,Weight Training,1404,Functional Strength Training,896.53,896.53,0,149,0,0,0,134,151,0,0,0,0,0,0,0,0,0
5/23/2024 10:55,Running,100,Running,1621.32,1621.32,4530.13,445,4271,2.79,3.64,150,160,79,85,299,426,1,249,263,14,14
5/21/2024 12:07,Running,100,Running,1967.04,1967.04,4567.03,447,9041,2.32,3.21,140,154,70,82,257,374,1,248,261,10,20
5/21/2024 7:27,Walking,200,Walking,909.28,909.28,800.84,71,1023,0.88,1.41,86,100,33,40,0,0,1,256,256,0,0
5/20/2024 14:11,Weight Training,1404,Functional Strength Training,945.51,945.51,0,141,0,0,0,127,148,0,0,0,0,0,0,0,0,0
5/20/2024 13:45,Running,100,Running,1526.48,1526.48,3466.26,344,3580,2.27,3.07,133,155,74,164,245,488,1,249,261,19,21
5/19/2024 10:32,Weight Training,1404,Functional Strength Training,1135.41,1135.41,0,181,0,0,0,134,154,0,0,0,0,0,0,0,0,0
